Date_ID,Date,Year,Quarter,Month,Month_No,YearMonth
253,10-09-2022,2022,2022Q3,September,9,2022-09
254,11-09-2022,2022,2022Q3,September,9,2022-09
255,12-09-2022,2022,2022Q3,September,9,2022-09
256,13-09-2022,2022,2022Q3,September,9,2022-09
257,14-09-2022,2022,2022Q3,September,9,2022-09
258,15-09-2022,2022,2022Q3,September,9,2022-09
259,16-09-2022,2022,2022Q3,September,9,2022-09
260,17-09-2022,2022,2022Q3,September,9,2022-09
261,18-09-2022,2022,2022Q3,September,9,2022-09
262,19-09-2022,2022,2022Q3,September,9,2022-09
263,20-09-2022,2022,2022Q3,September,9,2022-09
264,21-09-2022,2022,2022Q3,September,9,2022-09
265,22-09-2022,2022,2022Q3,September,9,2022-09
266,23-09-2022,2022,2022Q3,September,9,2022-09
267,24-09-2022,2022,2022Q3,September,9,2022-09
268,25-09-2022,2022,2022Q3,September,9,2022-09
269,26-09-2022,2022,2022Q3,September,9,2022-09
270,27-09-2022,2022,2022Q3,September,9,2022-09
271,28-09-2022,2022,2022Q3,September,9,2022-09
272,29-09-2022,2022,2022Q3,September,9,2022-09
273,30-09-2022,2022,2022Q3,September,9,2022-09
274,01-10-2022,2022,2022Q4,October,10,2022-10
275,02-10-2022,2022,2022Q4,October,10,2022-10
276,03-10-2022,2022,2022Q4,October,10,2022-10
277,04-10-2022,2022,2022Q4,October,10,2022-10
278,05-10-2022,2022,2022Q4,October,10,2022-10
279,06-10-2022,2022,2022Q4,October,10,2022-10
280,07-10-2022,2022,2022Q4,October,10,2022-10
281,08-10-2022,2022,2022Q4,October,10,2022-10
282,09-10-2022,2022,2022Q4,October,10,2022-10
283,10-10-2022,2022,2022Q4,October,10,2022-10
284,11-10-2022,2022,2022Q4,October,10,2022-10
285,12-10-2022,2022,2022Q4,October,10,2022-10
286,13-10-2022,2022,2022Q4,October,10,2022-10
287,14-10-2022,2022,2022Q4,October,10,2022-10
288,15-10-2022,2022,2022Q4,October,10,2022-10
289,16-10-2022,2022,2022Q4,October,10,2022-10
290,17-10-2022,2022,2022Q4,October,10,2022-10
291,18-10-2022,2022,2022Q4,October,10,2022-10
292,19-10-2022,2022,2022Q4,October,10,2022-10
293,20-10-2022,2022,2022Q4,October,10,2022-10
294,21-10-2022,2022,2022Q4,October,10,2022-10
295,22-10-2022,2022,2022Q4,October,10,2022-10
296,23-10-2022,2022,2022Q4,October,10,2022-10
297,24-10-2022,2022,2022Q4,October,10,2022-10
298,25-10-2022,2022,2022Q4,October,10,2022-10
299,26-10-2022,2022,2022Q4,October,10,2022-10
300,27-10-2022,2022,2022Q4,October,10,2022-10
301,28-10-2022,2022,2022Q4,October,10,2022-10
302,29-10-2022,2022,2022Q4,October,10,2022-10
303,30-10-2022,2022,2022Q4,October,10,2022-10
304,31-10-2022,2022,2022Q4,October,10,2022-10
305,01-11-2022,2022,2022Q4,November,11,2022-11
306,02-11-2022,2022,2022Q4,November,11,2022-11
307,03-11-2022,2022,2022Q4,November,11,2022-11
308,04-11-2022,2022,2022Q4,November,11,2022-11
309,05-11-2022,2022,2022Q4,November,11,2022-11
310,06-11-2022,2022,2022Q4,November,11,2022-11
311,07-11-2022,2022,2022Q4,November,11,2022-11
312,08-11-2022,2022,2022Q4,November,11,2022-11
313,09-11-2022,2022,2022Q4,November,11,2022-11
314,10-11-2022,2022,2022Q4,November,11,2022-11
315,11-11-2022,2022,2022Q4,November,11,2022-11
316,12-11-2022,2022,2022Q4,November,11,2022-11
317,13-11-2022,2022,2022Q4,November,11,2022-11
318,14-11-2022,2022,2022Q4,November,11,2022-11
319,15-11-2022,2022,2022Q4,November,11,2022-11
320,16-11-2022,2022,2022Q4,November,11,2022-11
321,17-11-2022,2022,2022Q4,November,11,2022-11
322,18-11-2022,2022,2022Q4,November,11,2022-11
323,19-11-2022,2022,2022Q4,November,11,2022-11
324,20-11-2022,2022,2022Q4,November,11,2022-11
325,21-11-2022,2022,2022Q4,November,11,2022-11
326,22-11-2022,2022,2022Q4,November,11,2022-11
327,23-11-2022,2022,2022Q4,November,11,2022-11
328,24-11-2022,2022,2022Q4,November,11,2022-11
329,25-11-2022,2022,2022Q4,November,11,2022-11
330,26-11-2022,2022,2022Q4,November,11,2022-11
331,27-11-2022,2022,2022Q4,November,11,2022-11
332,28-11-2022,2022,2022Q4,November,11,2022-11
333,29-11-2022,2022,2022Q4,November,11,2022-11
334,30-11-2022,2022,2022Q4,November,11,2022-11
335,01-12-2022,2022,2022Q4,December,12,2022-12
336,02-12-2022,2022,2022Q4,December,12,2022-12
337,03-12-2022,2022,2022Q4,December,12,2022-12
338,04-12-2022,2022,2022Q4,December,12,2022-12
339,05-12-2022,2022,2022Q4,December,12,2022-12
340,06-12-2022,2022,2022Q4,December,12,2022-12
341,07-12-2022,2022,2022Q4,December,12,2022-12
342,08-12-2022,2022,2022Q4,December,12,2022-12
343,09-12-2022,2022,2022Q4,December,12,2022-12
344,10-12-2022,2022,2022Q4,December,12,2022-12
345,11-12-2022,2022,2022Q4,December,12,2022-12
346,12-12-2022,2022,2022Q4,December,12,2022-12
347,13-12-2022,2022,2022Q4,December,12,2022-12
348,14-12-2022,2022,2022Q4,December,12,2022-12
349,15-12-2022,2022,2022Q4,December,12,2022-12
350,16-12-2022,2022,2022Q4,December,12,2022-12
351,17-12-2022,2022,2022Q4,December,12,2022-12
352,18-12-2022,2022,2022Q4,December,12,2022-12
353,19-12-2022,2022,2022Q4,December,12,2022-12
354,20-12-2022,2022,2022Q4,December,12,2022-12
355,21-12-2022,2022,2022Q4,December,12,2022-12
356,22-12-2022,2022,2022Q4,December,12,2022-12
357,23-12-2022,2022,2022Q4,December,12,2022-12
358,24-12-2022,2022,2022Q4,December,12,2022-12
359,25-12-2022,2022,2022Q4,December,12,2022-12
360,26-12-2022,2022,2022Q4,December,12,2022-12
361,27-12-2022,2022,2022Q4,December,12,2022-12
362,28-12-2022,2022,2022Q4,December,12,2022-12
363,29-12-2022,2022,2022Q4,December,12,2022-12
364,30-12-2022,2022,2022Q4,December,12,2022-12
365,31-12-2022,2022,2022Q4,December,12,2022-12
366,01-01-2023,2023,2023Q1,January,1,2023-01
367,02-01-2023,2023,2023Q1,January,1,2023-01
368,03-01-2023,2023,2023Q1,January,1,2023-01
369,04-01-2023,2023,2023Q1,January,1,2023-01
370,05-01-2023,2023,2023Q1,January,1,2023-01
371,06-01-2023,2023,2023Q1,January,1,2023-01
372,07-01-2023,2023,2023Q1,January,1,2023-01
373,08-01-2023,2023,2023Q1,January,1,2023-01
374,09-01-2023,2023,2023Q1,January,1,2023-01
375,10-01-2023,2023,2023Q1,January,1,2023-01
376,11-01-2023,2023,2023Q1,January,1,2023-01
377,12-01-2023,2023,2023Q1,January,1,2023-01
378,13-01-2023,2023,2023Q1,January,1,2023-01
379,14-01-2023,2023,2023Q1,January,1,2023-01
380,15-01-2023,2023,2023Q1,January,1,2023-01
381,16-01-2023,2023,2023Q1,January,1,2023-01
382,17-01-2023,2023,2023Q1,January,1,2023-01
383,18-01-2023,2023,2023Q1,January,1,2023-01
384,19-01-2023,2023,2023Q1,January,1,2023-01
385,20-01-2023,2023,2023Q1,January,1,2023-01
386,21-01-2023,2023,2023Q1,January,1,2023-01
387,22-01-2023,2023,2023Q1,January,1,2023-01
388,23-01-2023,2023,2023Q1,January,1,2023-01
389,24-01-2023,2023,2023Q1,January,1,2023-01
390,25-01-2023,2023,2023Q1,January,1,2023-01
391,26-01-2023,2023,2023Q1,January,1,2023-01
392,27-01-2023,2023,2023Q1,January,1,2023-01
393,28-01-2023,2023,2023Q1,January,1,2023-01
394,29-01-2023,2023,2023Q1,January,1,2023-01
395,30-01-2023,2023,2023Q1,January,1,2023-01
396,31-01-2023,2023,2023Q1,January,1,2023-01
397,01-02-2023,2023,2023Q1,February,2,2023-02
398,02-02-2023,2023,2023Q1,February,2,2023-02
399,03-02-2023,2023,2023Q1,February,2,2023-02
400,04-02-2023,2023,2023Q1,February,2,2023-02
401,05-02-2023,2023,2023Q1,February,2,2023-02
402,06-02-2023,2023,2023Q1,February,2,2023-02
403,07-02-2023,2023,2023Q1,February,2,2023-02
404,08-02-2023,2023,2023Q1,February,2,2023-02
405,09-02-2023,2023,2023Q1,February,2,2023-02
406,10-02-2023,2023,2023Q1,February,2,2023-02
407,11-02-2023,2023,2023Q1,February,2,2023-02
408,12-02-2023,2023,2023Q1,February,2,2023-02
409,13-02-2023,2023,2023Q1,February,2,2023-02
410,14-02-2023,2023,2023Q1,February,2,2023-02
411,15-02-2023,2023,2023Q1,February,2,2023-02
412,16-02-2023,2023,2023Q1,February,2,2023-02
413,17-02-2023,2023,2023Q1,February,2,2023-02
414,18-02-2023,2023,2023Q1,February,2,2023-02
415,19-02-2023,2023,2023Q1,February,2,2023-02
416,20-02-2023,2023,2023Q1,February,2,2023-02
417,21-02-2023,2023,2023Q1,February,2,2023-02
418,22-02-2023,2023,2023Q1,February,2,2023-02
419,23-02-2023,2023,2023Q1,February,2,2023-02
420,24-02-2023,2023,2023Q1,February,2,2023-02
421,25-02-2023,2023,2023Q1,February,2,2023-02
422,26-02-2023,2023,2023Q1,February,2,2023-02
423,27-02-2023,2023,2023Q1,February,2,2023-02
424,28-02-2023,2023,2023Q1,February,2,2023-02
425,01-03-2023,2023,2023Q1,March,3,2023-03
426,02-03-2023,2023,2023Q1,March,3,2023-03
427,03-03-2023,2023,2023Q1,March,3,2023-03
428,04-03-2023,2023,2023Q1,March,3,2023-03
429,05-03-2023,2023,2023Q1,March,3,2023-03
430,06-03-2023,2023,2023Q1,March,3,2023-03
431,07-03-2023,2023,2023Q1,March,3,2023-03
432,08-03-2023,2023,2023Q1,March,3,2023-03
433,09-03-2023,2023,2023Q1,March,3,2023-03
434,10-03-2023,2023,2023Q1,March,3,2023-03
435,11-03-2023,2023,2023Q1,March,3,2023-03
436,12-03-2023,2023,2023Q1,March,3,2023-03
437,13-03-2023,2023,2023Q1,March,3,2023-03
438,14-03-2023,2023,2023Q1,March,3,2023-03
439,15-03-2023,2023,2023Q1,March,3,2023-03
440,16-03-2023,2023,2023Q1,March,3,2023-03
441,17-03-2023,2023,2023Q1,March,3,2023-03
442,18-03-2023,2023,2023Q1,March,3,2023-03
443,19-03-2023,2023,2023Q1,March,3,2023-03
444,20-03-2023,2023,2023Q1,March,3,2023-03
445,21-03-2023,2023,2023Q1,March,3,2023-03
446,22-03-2023,2023,2023Q1,March,3,2023-03
447,23-03-2023,2023,2023Q1,March,3,2023-03
448,24-03-2023,2023,2023Q1,March,3,2023-03
449,25-03-2023,2023,2023Q1,March,3,2023-03
450,26-03-2023,2023,2023Q1,March,3,2023-03
451,27-03-2023,2023,2023Q1,March,3,2023-03
452,28-03-2023,2023,2023Q1,March,3,2023-03
453,29-03-2023,2023,2023Q1,March,3,2023-03
454,30-03-2023,2023,2023Q1,March,3,2023-03
455,31-03-2023,2023,2023Q1,March,3,2023-03
456,01-04-2023,2023,2023Q2,April,4,2023-04
457,02-04-2023,2023,2023Q2,April,4,2023-04
458,03-04-2023,2023,2023Q2,April,4,2023-04
459,04-04-2023,2023,2023Q2,April,4,2023-04
460,05-04-2023,2023,2023Q2,April,4,2023-04
461,06-04-2023,2023,2023Q2,April,4,2023-04
462,07-04-2023,2023,2023Q2,April,4,2023-04
463,08-04-2023,2023,2023Q2,April,4,2023-04
464,09-04-2023,2023,2023Q2,April,4,2023-04
465,10-04-2023,2023,2023Q2,April,4,2023-04
466,11-04-2023,2023,2023Q2,April,4,2023-04
467,12-04-2023,2023,2023Q2,April,4,2023-04
468,13-04-2023,2023,2023Q2,April,4,2023-04
469,14-04-2023,2023,2023Q2,April,4,2023-04
470,15-04-2023,2023,2023Q2,April,4,2023-04
471,16-04-2023,2023,2023Q2,April,4,2023-04
472,17-04-2023,2023,2023Q2,April,4,2023-04
473,18-04-2023,2023,2023Q2,April,4,2023-04
474,19-04-2023,2023,2023Q2,April,4,2023-04
475,20-04-2023,2023,2023Q2,April,4,2023-04
476,21-04-2023,2023,2023Q2,April,4,2023-04
477,22-04-2023,2023,2023Q2,April,4,2023-04
478,23-04-2023,2023,2023Q2,April,4,2023-04
479,24-04-2023,2023,2023Q2,April,4,2023-04
480,25-04-2023,2023,2023Q2,April,4,2023-04
481,26-04-2023,2023,2023Q2,April,4,2023-04
482,27-04-2023,2023,2023Q2,April,4,2023-04
483,28-04-2023,2023,2023Q2,April,4,2023-04
484,29-04-2023,2023,2023Q2,April,4,2023-04
485,30-04-2023,2023,2023Q2,April,4,2023-04
486,01-05-2023,2023,2023Q2,May,5,2023-05
487,02-05-2023,2023,2023Q2,May,5,2023-05
488,03-05-2023,2023,2023Q2,May,5,2023-05
489,04-05-2023,2023,2023Q2,May,5,2023-05
490,05-05-2023,2023,2023Q2,May,5,2023-05
491,06-05-2023,2023,2023Q2,May,5,2023-05
492,07-05-2023,2023,2023Q2,May,5,2023-05
493,08-05-2023,2023,2023Q2,May,5,2023-05
494,09-05-2023,2023,2023Q2,May,5,2023-05
495,10-05-2023,2023,2023Q2,May,5,2023-05
496,11-05-2023,2023,2023Q2,May,5,2023-05
497,12-05-2023,2023,2023Q2,May,5,2023-05
498,13-05-2023,2023,2023Q2,May,5,2023-05
499,14-05-2023,2023,2023Q2,May,5,2023-05
500,15-05-2023,2023,2023Q2,May,5,2023-05
501,16-05-2023,2023,2023Q2,May,5,2023-05
502,17-05-2023,2023,2023Q2,May,5,2023-05
503,18-05-2023,2023,2023Q2,May,5,2023-05
504,19-05-2023,2023,2023Q2,May,5,2023-05
505,20-05-2023,2023,2023Q2,May,5,2023-05
506,21-05-2023,2023,2023Q2,May,5,2023-05
507,22-05-2023,2023,2023Q2,May,5,2023-05
508,23-05-2023,2023,2023Q2,May,5,2023-05
509,24-05-2023,2023,2023Q2,May,5,2023-05
510,25-05-2023,2023,2023Q2,May,5,2023-05
511,26-05-2023,2023,2023Q2,May,5,2023-05
512,27-05-2023,2023,2023Q2,May,5,2023-05
513,28-05-2023,2023,2023Q2,May,5,2023-05
514,29-05-2023,2023,2023Q2,May,5,2023-05
515,30-05-2023,2023,2023Q2,May,5,2023-05
516,31-05-2023,2023,2023Q2,May,5,2023-05
